#distance (miles)  elevation(ft)
0.000000 8364.677542
0.004518 8375.715934
0.008805 8377.293076
0.019425 8382.023701
0.055963 8385.177185
0.068454 8382.023701
0.108919 8388.332270
0.149272 8404.102088
0.209265 8430.909498
0.247583 8446.680117
0.284336 8464.026276
0.306440 8470.334043
0.343647 8486.103061
0.391607 8500.296538
0.441670 8516.066356
0.499294 8541.296624
0.532789 8552.335817
0.551705 8561.797067
0.591943 8568.105636
0.638486 8564.951351
0.651172 8572.837863
0.679140 8590.184022
0.705335 8602.799556
0.713801 8605.953840
0.737018 8621.722057
0.775648 8643.800443
0.815725 8672.184194
0.845295 8689.533557
0.879217 8708.456058
0.890551 8708.456058
0.926466 8733.687126
0.974006 8769.957388
1.001979 8782.574524
1.015337 8795.190059
1.035532 8809.381934
1.082753 8840.921571
1.144333 8874.035946
1.202193 8900.846560
1.229025 8915.038435
1.239055 8918.192719
1.281917 8938.693163
1.320983 8962.347890
1.385163 8993.887527
1.493251 9017.542255
1.517486 9025.425562
1.542581 9027.003505
1.554357 9027.003505
1.574906 9028.579846
1.632394 9031.734130
1.654959 9034.888414
1.670604 9045.926005
1.703442 9061.695824
1.748028 9066.426449
1.852222 9101.120369
1.935586 9132.660006
1.993500 9145.275540
2.021762 9148.429824
2.043555 9154.736791
2.066683 9167.352325
2.100591 9189.430711
2.151570 9195.737678
2.209309 9203.624189
2.248114 9208.354814
2.273516 9206.778473
2.318225 9208.354814
2.361665 9208.354814
2.382135 9209.931155
2.409833 9209.931155
2.433879 9216.239723
2.464667 9236.740166
2.543923 9284.048019
2.585875 9295.087213
2.649246 9304.550065
2.667878 9309.280690
2.697270 9310.857031
2.716652 9310.857031
2.795918 9321.896224
2.860715 9337.666043
2.923613 9358.166486
3.026535 9381.819612
3.067057 9370.782020
3.067962 9391.282464
3.075224 9388.128180
3.117099 9391.282464
3.143728 9405.474339
3.159597 9414.937191
3.190448 9435.437635
3.217652 9444.898885
3.242370 9448.053169
3.252064 9454.360135
3.282559 9459.092362
3.305819 9462.245044
3.346078 9460.668703
3.434207 9466.977272
3.460512 9463.822987
3.505677 9459.092362
3.543095 9451.207453
3.667800 9422.822101
3.837832 9407.050680
3.913444 9414.937191
3.943336 9416.515134
3.992558 9407.050680
4.009483 9407.050680
4.030068 9410.206566
4.048446 9411.782907
4.120436 9422.822101
4.144261 9427.552726
4.172089 9419.667816
4.199995 9432.283351
4.231300 9446.476828
4.240946 9451.207453
4.276773 9454.360135
4.329430 9474.860579
4.388872 9523.747977
4.484896 9574.210114
4.522862 9585.249307
4.588162 9616.787342
4.611606 9640.443671
4.642724 9671.981706
4.669454 9684.597240
4.714480 9689.327865
4.736930 9706.674025
4.784994 9739.791605
4.848331 9783.946776
4.888072 9807.599901
4.958376 9837.564799
5.017284 9870.680776
5.042631 9888.026936
5.078987 9917.988630
5.105415 9943.221300
5.120319 9955.836834
5.154120 9993.683437
5.206149 10037.837006
5.222169 10064.647620
5.229246 10075.685211
5.249576 10093.031370
5.281182 10111.955473
5.302488 10119.840382
5.326990 10138.762882
5.332520 10148.227337
5.339320 10159.264928
5.352342 10176.611087
5.363440 10187.650281
5.377734 10193.957247
5.411391 10209.727065
5.416161 10222.342599
5.428056 10234.958134
5.433885 10239.688759
5.452826 10257.036520
5.468928 10274.384281
5.486281 10282.267589
5.513939 10290.152498
5.529436 10294.883123
5.570140 10316.961509
5.583814 10320.114191
5.599260 10337.460351
5.616059 10345.345260
5.637057 10364.270964
5.652625 10367.425248
5.675805 10370.577931
5.736640 10364.270964
5.782216 10389.502033
5.802407 10405.271851
5.825675 10414.733102
5.838548 10408.424533
5.853617 10427.348636
5.892731 10446.271136
5.922043 10466.773182
5.935097 10473.081750
5.961272 10488.849966
6.013634 10498.312818
6.038135 10512.504694
6.076319 10544.044330
6.086771 10561.390490
6.093137 10566.122717
6.103841 10566.122717
6.131862 10583.468876
6.157335 10580.314592
6.194511 10591.353785
6.261688 10608.699945
6.301439 10619.739138
6.315496 10626.046104
6.350873 10611.854229
6.390011 10603.969320
6.448409 10577.161910
6.483724 10564.544774
6.512288 10547.197013
6.534722 10545.620671
6.556211 10537.735762
6.566541 10529.850853
6.580204 10523.543887
6.608264 10509.350410
6.648341 10485.697284
6.679268 10471.503807
6.714165 10473.081750
6.734470 10474.658091
6.751903 10474.658091
6.773693 10476.236034
6.841152 10458.886671
6.952881 10435.233545
7.019048 10417.887386
7.155257 10391.078374
7.175771 10389.502033
7.231799 10380.040783
7.267645 10369.001590
7.283308 10372.155874
7.294995 10365.847305
7.372564 10350.077487
7.416874 10339.038294
7.435109 10334.307669
7.467137 10327.999101
7.504771 10321.692134
7.549963 10316.961509
7.574029 10313.807225
7.586716 10305.922316
7.631583 10296.461066
7.651049 10291.730441
7.662311 10291.730441
7.692311 10286.998214
7.709395 10282.267589
7.739740 10277.536964
7.795680 10261.767145
7.812322 10258.614463
7.852062 10250.729554
7.896490 10244.419384
7.946568 10236.534475
7.988026 10225.496883
8.000796 10223.920542
8.085486 10206.572781
8.159247 10209.727065
8.240769 10220.766258
8.268489 10214.457690
8.296298 10216.035633
8.320145 10211.303406
8.349781 10212.881349
