
metadata
ID,name,desc,time,keywords,minlat,minlon,maxlat,maxlon,
1,,,2014-06-05T04:57:32Z,,39.427269967272878,-105.943586993962526,39.516355013474822,-105.847685029730201,

author
ID,name,email,

copyright
year,license,author,

link
metadataID,authorID,wptID,rteptID,trkptID,rteID,trkID,text,type,href,
1,,,,,,,"Garmin International",,http://www.garmin.com,

rte
ID,name,cmt,desc,src,number,type,IsAutoNamed,DisplayColor,TransportationMode,TripName,Date,DayNumber,

rtept
ID,rteID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,DepartureTime,StopDuration,ArrivalTime,CalculationMode,ElevationMode,NamedRoad_Name,NamedRoad_Id,NamedRoad_ProductId,TransportationMode,

wpt
ID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Proximity,Temperature,Depth,DisplayMode,Samples,Expiration,CreationTime,

Address
wptID,StreetAddress1,StreetAddress2,City,State,Country,PostalCode,

PhoneNumber
wptID,Category,value,

Categories
wptID,Category,

trk
ID,name,cmt,desc,src,number,type,DisplayColor,
1,"Leg B10 - Georgia Pass",,,,,,"Magenta",

trkseg
ID,trkID,
1,1,

trkpt
ID,trksegID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Temperature,Depth,wtemp,hr,cad,
1,1,39.428175967186689,-105.847685029730201,3045.347900000000209,,,,,,,,,,,,,,,,,,,,,,
2,1,39.429093031212687,-105.848647020757198,3050.964110999999775,,,,,,,,,,,,,,,,,,,,,,
3,1,39.42944398149848,-105.849500969052315,3063.886962999999923,,,,,,,,,,,,,,,,,,,,,,
4,1,39.429986039176583,-105.850078985095024,3069.392089999999826,,,,,,,,,,,,,,,,,,,,,,
5,1,39.429545989260077,-105.850083008408546,3072.267089999999826,,,,,,,,,,,,,,,,,,,,,,
6,1,39.429287994280457,-105.850453991442919,3077.975097999999889,,,,,,,,,,,,,,,,,,,,,,
7,1,39.429064029827714,-105.850504031404853,3080.100097999999889,,,,,,,,,,,,,,,,,,,,,,
8,1,39.429090013727546,-105.850578965619206,3079.812011999999868,,,,,,,,,,,,,,,,,,,,,,
9,1,39.429885037243366,-105.850803013890982,3087.788086000000021,,,,,,,,,,,,,,,,,,,,,,
10,1,39.429599968716502,-105.850954977795482,3091.906981999999971,,,,,,,,,,,,,,,,,,,,,,
11,1,39.429411040619016,-105.851502986624837,3094.304932000000008,,,,,,,,,,,,,,,,,,,,,,
12,1,39.429433001205325,-105.851988969370723,3098.949951000000056,,,,,,,,,,,,,,,,,,,,,,
13,1,39.429177017882466,-105.852199019864202,3100.710938000000169,,,,,,,,,,,,,,,,,,,,,,
14,1,39.429122032597661,-105.852392977103591,3101.701904000000013,,,,,,,,,,,,,,,,,,,,,,
15,1,39.429157990962267,-105.853017009794712,3106.135009999999966,,,,,,,,,,,,,,,,,,,,,,
16,1,39.428996974602342,-105.853151958435774,3106.915038999999979,,,,,,,,,,,,,,,,,,,,,,
17,1,39.429127983748913,-105.854437993839383,3114.074951000000056,,,,,,,,,,,,,,,,,,,,,,
18,1,39.42909998819232,-105.854863962158561,3116.672118999999839,,,,,,,,,,,,,,,,,,,,,,
19,1,39.428941989317536,-105.855159005150199,3121.017089999999826,,,,,,,,,,,,,,,,,,,,,,
20,1,39.428764963522553,-105.856916019693017,3136.714110999999775,,,,,,,,,,,,,,,,,,,,,,
21,1,39.428660022094846,-105.857120035216212,3138.923095999999987,,,,,,,,,,,,,,,,,,,,,,
22,1,39.42873302847147,-105.857683969661593,3140.460938000000169,,,,,,,,,,,,,,,,,,,,,,
23,1,39.428671002388,-105.858423002064228,3146.794922000000042,,,,,,,,,,,,,,,,,,,,,,
24,1,39.42858399823308,-105.858661970123649,3145.956055000000106,,,,,,,,,,,,,,,,,,,,,,
25,1,39.428453994914889,-105.85872801952064,3146.968993999999839,,,,,,,,,,,,,,,,,,,,,,
26,1,39.428155012428761,-105.859370995312929,3149.51806600000009,,,,,,,,,,,,,,,,,,,,,,
27,1,39.428183007985353,-105.859422963112593,3150.012939000000188,,,,,,,,,,,,,,,,,,,,,,
28,1,39.427884025499225,-105.859925961121917,3153.490967000000182,,,,,,,,,,,,,,,,,,,,,,
29,1,39.42768101580441,-105.860127964988351,3155.888915999999881,,,,,,,,,,,,,,,,,,,,,,
30,1,39.427334005013108,-105.860775969922543,3160.450928000000204,,,,,,,,,,,,,,,,,,,,,,
31,1,39.427269967272878,-105.861077969893813,3162.25,,,,,,,,,,,,,,,,,,,,,,
32,1,39.427341967821121,-105.861751958727837,3165.739014000000225,,,,,,,,,,,,,,,,,,,,,,
33,1,39.427469037473202,-105.862008025869727,3169.25610400000005,,,,,,,,,,,,,,,,,,,,,,
34,1,39.427693001925945,-105.8622080180794,3170.775878999999804,,,,,,,,,,,,,,,,,,,,,,
35,1,39.428119976073503,-105.862913019955158,3175.19702099999995,,,,,,,,,,,,,,,,,,,,,,
36,1,39.428711989894509,-105.863404031842947,3179.772949000000153,,,,,,,,,,,,,,,,,,,,,,
37,1,39.429063023999333,-105.863465974107385,3180.635009999999966,,,,,,,,,,,,,,,,,,,,,,
38,1,39.429135024547577,-105.863773003220558,3184.576904000000013,,,,,,,,,,,,,,,,,,,,,,
39,1,39.429110968485475,-105.863929996266961,3186.156981999999971,,,,,,,,,,,,,,,,,,,,,,
